,company,model,year,selling_price,km_driven,fuel,transmission,owner,mileage,engine,seats
267,Tata,Tata Sumo Gold EX BSIII,2015,500000,75000,Diesel,Manual,First,14,2956,7
268,Tata,Tata Tiago Wizz 1.05 Revotorq,2017,350000,120000,Diesel,Manual,First,27,1047,5
269,Tata,Tata Zest Revotron 1.2 XT,2015,380000,40000,Petrol,Manual,First,17,1193,5
270,Hyundai,Hyundai Aent GLE,2008,114999,95200,Petrol,Manual,Third,13,1495,5
271,Honda,Honda Brio Exclusive Edition,2014,335000,33033,Petrol,Manual,First,19,1198,5
272,Hyundai,Hyundai Grand i10 AT Asta,2015,465000,63063,Petrol,Automatic,First,18,1197,5
273,Tata,Tata Manza Club Class Quadrajet90 LX,2012,290000,60000,Diesel,Manual,First,21,1248,5
274,Maruti,Maruti Alto LX,2005,110000,45000,Petrol,Manual,Second,19,796,5
275,Tata,Tata New Safari DICOR 2.2 EX 4x2,2011,450000,80000,Diesel,Manual,Third,11,2179,7
276,Mahindra,Mahindra Bolero SLE,2009,400000,170000,Diesel,Manual,Second,13,2523,7
277,Mahindra,Mahindra Bolero DI DX 7 Seater,2007,210000,207890,Diesel,Manual,Second,13,2523,7
278,Mercedes-Benz,Mercedes-Benz GL-Class 220d 4MATIC Sport,2018,4600000,7976,Diesel,Automatic,First,17,2143,5
279,Maruti,Maruti Omni E MPI STD BS IV,2016,220000,35000,Petrol,Manual,First,16,796,8
280,Hyundai,Hyundai Grand i10 Sportz,2017,450000,35000,Petrol,Manual,First,18,1197,5
281,Hyundai,Hyundai Grand i10 Sportz,2017,450000,35000,Petrol,Manual,First,18,1197,5
282,Hyundai,Hyundai i10 Sportz AT,2013,290000,50000,Petrol,Automatic,First,16,1197,5
283,Maruti,Maruti Swift VXI Deca,2016,520000,20000,Petrol,Manual,First,20,1197,5
284,Hyundai,Hyundai i10 Sportz AT,2011,265000,20000,Petrol,Automatic,First,16,1197,5
285,Maruti,Maruti Swift VXI,2012,330000,50000,Petrol,Manual,Second,18,1197,5
286,Maruti,Maruti Swift VXI,2012,330000,50000,Petrol,Manual,Second,18,1197,5
287,Mahindra,Mahindra Bolero 2011-2019 ZLX,2014,509999,120000,Diesel,Manual,First,15,2523,7
288,Hyundai,Hyundai Verna 1.6 SX VTVT (O),2014,500000,70000,Petrol,Manual,First,17,1591,5
289,Hyundai,Hyundai i20 Active 1.2,2015,525000,50000,Petrol,Manual,First,17,1197,5
290,Maruti,Maruti Baleno Zeta,2019,675000,16500,Petrol,Manual,First,21,1197,5
291,Hyundai,Hyundai i20 1.2 Asta,2010,300000,70000,Petrol,Manual,First,17,1197,5
292,Maruti,Maruti Alto LXI,2005,90000,99361,Petrol,Manual,Second,19,796,5
293,Maruti,Maruti Swift Dzire VDI,2017,650000,25000,Diesel,Manual,First,26,1248,5
294,Maruti,Maruti Swift Dzire VXI,2014,409000,70000,Petrol,Manual,Second,19,1197,5
295,Hyundai,Hyundai Grand i10 CRDi Sportz,2015,395000,80000,Diesel,Manual,Second,24,1120,5
296,Maruti,Maruti Swift Dzire VXI,2014,400000,70000,Petrol,Manual,Second,19,1197,5
297,Chevrolet,Chevrolet Beat LS,2012,120000,60000,Petrol,Manual,Third,18,1199,5
298,Tata,Tata Tigor 1.2 Revotron XZA,2018,645000,10000,Petrol,Automatic,First,20,1199,5
299,Maruti,Maruti 800 Std,2006,81000,80000,Petrol,Manual,First,16,796,4
300,Honda,Honda City i-DTEC VX,2017,1300000,30000,Diesel,Manual,First,25,1498,5
301,Honda,Honda City i-DTEC VX,2017,1250000,33000,Diesel,Manual,First,25,1498,5
302,Maruti,Maruti Ertiga VXI,2013,535000,90000,Petrol,Manual,Third,16,1373,7
303,Nissan,Nissan Terrano XV Premium 110 PS,2014,555000,80100,Diesel,Manual,Second,19,1461,5
304,Honda,Honda City i VTEC VX,2014,725000,120000,Petrol,Manual,First,17,1497,5
305,Renault,Renault KWID RXL,2016,229999,40000,Petrol,Manual,First,25,799,5
306,Toyota,Toyota Innova 2.5 GX (Diesel) 8 Seater,2013,800000,160000,Diesel,Manual,Second,12,2494,8
307,Maruti,Maruti Wagon R VXI BS IV,2017,409999,47000,Petrol,Manual,First,20,998,5
308,Hyundai,Hyundai Creta 1.4 CRDi S Plus,2018,1210000,25000,Diesel,Manual,First,21,1396,5
309,Tata,Tata Tiago 1.2 Revotron XZ,2017,400000,26000,Petrol,Manual,First,23,1199,5
310,Hyundai,Hyundai Grand i10 1.2 CRDi Sportz,2018,520000,29000,Diesel,Manual,First,24,1186,5
311,Maruti,Maruti Baleno Zeta Automatic,2016,650000,50000,Petrol,Automatic,First,21,1197,5
312,Maruti,Maruti Swift ZXI ABS,2011,325000,58000,Petrol,Manual,Third,16,1298,5
313,Maruti,Maruti Swift Dzire VXi AT,2012,420000,120000,Petrol,Automatic,First,17,1197,5
314,Maruti,Maruti Swift LXI Option,2014,400000,50000,Petrol,Manual,First,20,1197,5
315,Hyundai,Hyundai i20 1.2 Asta,2010,254999,80000,Petrol,Manual,Fourth,17,1197,5
316,Maruti,Maruti Zen LXI,2003,65000,60000,Petrol,Manual,Fourth,17,993,5
317,Maruti,Maruti Celerio LXI,2017,351000,36000,Petrol,Manual,First,23,998,5
318,Toyota,Toyota Innova 2.5 V Diesel 8-seater,2007,404000,120000,Diesel,Manual,Third,12,2494,8
319,Maruti,Maruti Ritz LDi,2011,185000,185000,Diesel,Manual,Third,21,1248,5
320,Nissan,Nissan Micra Diesel XV,2011,250000,50000,Diesel,Manual,First,23,1461,5
321,Maruti,Maruti Zen LXI,2002,60000,100000,Petrol,Manual,Fourth,17,993,5
322,Hyundai,Hyundai Verna 1.6 SX VTVT (O),2013,500000,50000,Petrol,Manual,Second,17,1591,5
323,Maruti,Maruti Zen Estilo LXI BSIII,2007,85000,80000,Petrol,Manual,Second,18,998,5
324,Maruti,Maruti Alto LX,2005,85000,80000,Petrol,Manual,Fourth,19,796,5
325,Maruti,Maruti Swift Dzire ZDi,2011,265000,90000,Diesel,Manual,Fourth,19,1248,5
326,Maruti,Maruti A-Star Vxi,2010,130000,162000,Petrol,Manual,Second,19,998,5
327,Maruti,Maruti Ertiga VDI,2013,480000,110000,Diesel,Manual,Third,20,1248,7
328,Maruti,Maruti Swift Ldi BSIII,2008,170000,120000,Diesel,Manual,Third,17,1248,5
329,Nissan,Nissan Micra Diesel XV,2011,275000,45000,Diesel,Manual,First,23,1461,5
330,Maruti,Maruti Wagon R LXI,2005,89000,90000,Petrol,Manual,Second,18,998,5
331,Ford,Ford Figo Diesel Titanium,2010,170000,90000,Diesel,Manual,Second,20,1399,5
332,Mahindra,Mahindra XUV300 W8 Option BSIV,2019,1090000,16500,Petrol,Manual,First,17,1197,5
333,Hyundai,Hyundai Creta 1.6 CRDi AT SX Plus,2017,1100000,67000,Diesel,Automatic,First,17,1582,5
334,Maruti,Maruti Swift VXI BSIV,2018,610000,52000,Petrol,Manual,First,22,1197,5
335,Datsun,Datsun GO T Option BSIV,2016,335000,40000,Petrol,Manual,First,20,1198,5
336,Hyundai,Hyundai Grand i10 Asta,2015,434999,40000,Petrol,Manual,First,18,1197,5
337,Toyota,Toyota Fortuner 2.8 2WD MT BSIV,2018,3000000,35000,Diesel,Manual,First,14,2755,7
338,Renault,Renault KWID RXL,2018,390000,13000,Petrol,Manual,First,20,799,5
339,Honda,Honda Brio 1.2 VX MT,2012,325000,40000,Petrol,Manual,First,18,1198,5
340,Volkswagen,Volkswagen Ameo 1.2 MPI Comfortline Plus,2019,640000,10000,Petrol,Manual,First,17,1198,5
341,Nissan,Nissan Sunny XV Special Edition,2012,450000,9000,Petrol,Manual,First,16,1498,5
342,Toyota,Toyota Etios Liva GD SP,2013,400000,70000,Diesel,Manual,Second,23,1364,5
343,Hyundai,Hyundai i10 Sportz,2009,215000,60000,Petrol,Manual,First,20,1197,5
344,Renault,Renault Duster 85PS Diesel RxL,2014,570000,40000,Diesel,Manual,First,20,1461,5
345,Mahindra,Mahindra XUV500 W8 2WD,2012,680000,93000,Diesel,Manual,First,15,2179,7
346,Toyota,Toyota Innova 2.5 V Diesel 7-seater,2008,325000,80000,Diesel,Manual,Fourth,12,2494,7
347,Tata,Tata Indigo CS eGLX BS IV,2011,150000,50000,Petrol,Manual,Second,15,1193,5
348,Hyundai,Hyundai Elantra SX AT,2013,690000,68000,Petrol,Automatic,First,14,1797,5
349,Mercedes-Benz,Mercedes-Benz New C-Class 220 CDI AT,2013,1550000,25000,Diesel,Automatic,First,14,2143,5
350,Tata,Tata Nano STD,2012,64000,18000,Petrol,Manual,First,25,624,4
351,Nissan,Nissan Micra Diesel XL,2013,250000,120000,Diesel,Manual,First,23,1461,5
352,Maruti,Maruti Wagon R LXI,2005,65000,35000,Petrol,Manual,First,18,998,5
353,Maruti,Maruti Swift Dzire VDI,2016,550000,60000,Diesel,Manual,Second,26,1248,5
354,Hyundai,Hyundai i10 Magna,2010,140000,70000,Petrol,Manual,Fourth,20,1197,5
355,Renault,Renault KWID RXT,2016,300000,30000,Petrol,Manual,First,25,799,5
356,Volkswagen,Volkswagen GTI 1.8 TSI,2016,800000,70000,Petrol,Automatic,First,16,1798,5
357,Jaguar,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2625000,9000,Diesel,Automatic,First,13,1999,5
358,Lexus,Lexus ES 300h,2019,5150000,20000,Petrol,Automatic,First,22,2487,5
359,Jaguar,Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Automatic,First,19,1999,5
360,Tata,Tata Safari Storme EX,2015,503000,110000,Diesel,Manual,First,14,2179,7
361,Volvo,Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,Diesel,Automatic,First,18,1969,5
362,Toyota,Toyota Camry 2.5 Hybrid,2016,2000000,68089,Petrol,Automatic,First,19,2494,5
363,Maruti,Maruti Wagon R LXI,2013,225000,58343,Petrol,Manual,First,21,998,5
364,Maruti,Maruti Baleno Alpha 1.3,2018,740000,38817,Diesel,Manual,First,27,1248,5
365,Honda,Honda Jazz VX,2016,550000,56494,Petrol,Manual,First,18,1199,5
366,Toyota,Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,79328,Diesel,Manual,Second,12,2494,7
367,Maruti,Maruti Swift AMT VVT VXI,2019,650000,5621,Petrol,Automatic,First,22,1197,5
368,Toyota,Toyota Etios VX,2017,625000,25538,Petrol,Manual,First,16,1496,5
369,Maruti,Maruti Swift AMT ZXI,2018,600000,69779,Petrol,Automatic,First,22,1197,5
370,Hyundai,Hyundai Grand i10 1.2 CRDi Sportz,2017,450000,56290,Diesel,Manual,First,24,1186,5
371,BMW,BMW X4 M Sport X xDrive20d,2019,5400000,7500,Diesel,Automatic,First,16,1995,5
372,BMW,BMW X4 M Sport X xDrive20d,2019,5500000,8500,Diesel,Automatic,First,16,1995,5
373,Honda,Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Automatic,First,19,1199,5
374,Skoda,Skoda Rapid 1.6 MPI AT Elegance,2016,645000,11000,Petrol,Automatic,First,14,1598,5
375,Volvo,Volvo V40 D3 R-Design,2018,2475000,2000,Diesel,Automatic,First,16,1984,5
376,Hyundai,Hyundai i10 Magna,2010,150000,106000,Petrol,Manual,Third,20,1197,5
377,Honda,Honda CR-V 2.4L 4WD AT,2009,500000,120000,Petrol,Automatic,Second,11,2354,5
378,Maruti,Maruti Swift Dzire VDI,2015,480000,90000,Diesel,Manual,First,26,1248,5
379,Hyundai,Hyundai Verna 1.6 SX CRDi (O),2014,535000,70000,Diesel,Manual,Third,22,1582,5
380,Toyota,Toyota Innova 2.5 G1 Diesel 8-seater,2005,250000,240000,Diesel,Manual,Third,12,2494,8
381,Maruti,Maruti SX4 Celebration Diesel,2012,300000,100000,Diesel,Manual,Second,21,1248,5
382,Hyundai,Hyundai Verna XXi ABS (Petrol),2009,340000,214000,Petrol,Manual,Second,13,1599,5
383,Hyundai,Hyundai Verna CRDi SX,2009,340000,214000,Diesel,Manual,Second,16,1493,5
384,Maruti,Maruti Alto 800 VXI,2016,240000,50000,Petrol,Manual,First,22,796,5
385,Honda,Honda City i-VTEC CVT V,2018,1085000,1000,Petrol,Automatic,First,18,1497,5
386,Maruti,Maruti Swift Dzire AMT VDI,2017,750000,19000,Diesel,Automatic,First,28,1248,5
387,Tata,Tata Indigo LS,2012,95000,265000,Diesel,Manual,Second,17,1405,5
388,Maruti,Maruti Eeco CNG 5 Seater AC,2020,409999,35000,CNG,Manual,First,20,1196,5
389,Maruti,Maruti Alto K10 VXI,2014,215000,80000,Petrol,Manual,Second,23,998,5
390,Mahindra,Mahindra XUV500 AT W10 AWD,2016,1290000,50000,Diesel,Automatic,First,16,2179,7
391,Maruti,Maruti Alto K10 LXI,2010,150000,80000,Petrol,Manual,First,20,998,5
392,Hyundai,Hyundai EON Sportz,2013,219000,50000,Petrol,Manual,Second,21,814,5
393,Tata,Tata Tiago 1.2 Revotron XE,2018,325000,100000,Petrol,Manual,First,23,1199,5
394,Maruti,Maruti Eeco Smiles 5 Seater AC,2013,260000,120000,Petrol,Manual,Second,15,1196,5
395,Jaguar,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2625000,9000,Diesel,Automatic,First,13,1999,5
396,Lexus,Lexus ES 300h,2019,5150000,20000,Petrol,Automatic,First,22,2487,5
397,Jaguar,Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Automatic,First,19,1999,5
398,Tata,Tata Safari Storme EX,2015,503000,110000,Diesel,Manual,First,14,2179,7
399,Volvo,Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,Diesel,Automatic,First,18,1969,5
400,Toyota,Toyota Camry 2.5 Hybrid,2016,2000000,68089,Petrol,Automatic,First,19,2494,5
401,Maruti,Maruti Wagon R LXI,2013,225000,58343,Petrol,Manual,First,21,998,5
402,Maruti,Maruti Baleno Alpha 1.3,2018,740000,38817,Diesel,Manual,First,27,1248,5
403,Honda,Honda Jazz VX,2016,550000,56494,Petrol,Manual,First,18,1199,5
404,Toyota,Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,79328,Diesel,Manual,Second,12,2494,7
405,Maruti,Maruti Swift AMT VVT VXI,2019,650000,5621,Petrol,Automatic,First,22,1197,5
406,Toyota,Toyota Etios VX,2017,625000,25538,Petrol,Manual,First,16,1496,5
407,Maruti,Maruti Swift AMT ZXI,2018,600000,69779,Petrol,Automatic,First,22,1197,5
408,Hyundai,Hyundai Grand i10 1.2 CRDi Sportz,2017,450000,56290,Diesel,Manual,First,24,1186,5
409,BMW,BMW X4 M Sport X xDrive20d,2019,5400000,7500,Diesel,Automatic,First,16,1995,5
410,BMW,BMW X4 M Sport X xDrive20d,2019,5500000,8500,Diesel,Automatic,First,16,1995,5
411,Honda,Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Automatic,First,19,1199,5
412,Skoda,Skoda Rapid 1.6 MPI AT Elegance,2016,645000,11000,Petrol,Automatic,First,14,1598,5
413,Volvo,Volvo V40 D3 R-Design,2018,2475000,2000,Diesel,Automatic,First,16,1984,5
414,Honda,Honda Amaze S CVT Diesel BSIV,2019,700000,40000,Diesel,Automatic,First,23,1498,5
415,Hyundai,Hyundai Creta 1.4 CRDi Base,2017,950000,45000,Diesel,Manual,First,21,1396,5
416,Maruti,Maruti Alto LXi BSIII,2010,160000,80000,Petrol,Manual,Second,19,796,5
417,Hyundai,Hyundai Xcent 1.1 CRDi S Option,2015,409999,135000,Diesel,Manual,Second,24,1120,5
418,Toyota,Toyota Innova 2.5 G (Diesel) 7 Seater,2015,840000,120000,Diesel,Manual,Second,12,2494,7
419,Toyota,Toyota Etios Liva Diesel,2013,450000,67000,Diesel,Manual,First,23,1364,5
420,Maruti,Maruti Swift Dzire ZDI Plus,2017,900000,50000,Diesel,Manual,First,28,1248,5
421,Toyota,Toyota Innova 2.5 V Diesel 7-seater,2008,570000,134000,Diesel,Manual,Second,12,2494,7
422,Nissan,Nissan Micra Diesel XV,2011,254999,110000,Diesel,Manual,Second,23,1461,5
423,Maruti,Maruti 800 AC BSIII,2009,130000,40000,Petrol,Manual,First,16,796,4
424,Maruti,Maruti Swift Dzire VDI,2013,530000,120000,Diesel,Manual,Second,23,1248,5
425,Volkswagen,Volkswagen Polo 1.5 TDI Highline,2015,520000,110000,Diesel,Manual,Second,20,1498,5
426,Mahindra,Mahindra Verito 1.5 D2 BSIII,2011,229999,170000,Diesel,Manual,Second,21,1461,5
427,Maruti,Maruti 800 AC BSIII,2004,81000,80000,Petrol,Manual,Second,16,796,4
428,Maruti,Maruti Swift VDI Optional,2016,600000,47000,Diesel,Manual,First,25,1248,5
429,Hyundai,Hyundai Xcent 1.2 Kappa S Option,2015,409999,93000,Petrol,Manual,First,19,1197,5
430,Maruti,Maruti 800 Std,2010,120000,70000,Petrol,Manual,Second,16,796,4
431,Maruti,Maruti Celerio VXI,2014,320000,50000,Petrol,Manual,First,23,998,5
432,Ford,Ford Figo Diesel EXI,2015,292000,70000,Diesel,Manual,First,20,1399,5
433,Tata,Tata Safari DICOR 2.2 LX 4x2,2012,390000,80000,Diesel,Manual,First,13,2179,7
434,Ford,Ford Figo 1.2P Titanium Plus MT,2016,550000,44000,Petrol,Manual,First,18,1196,5
435,Maruti,Maruti Celerio ZXI,2014,385000,25000,Petrol,Manual,First,23,998,5
436,Hyundai,Hyundai Creta 1.6 VTVT S,2016,800000,25000,Petrol,Manual,First,15,1591,5
437,Maruti,Maruti Swift Dzire VXI 1.2,2019,675000,10000,Petrol,Manual,First,21,1197,5
438,Tata,Tata Hexa XT,2018,1525000,50000,Diesel,Manual,First,17,2179,7
439,Ford,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,950000,30000,Diesel,Manual,First,23,1498,5
440,Hyundai,Hyundai i20 Active 1.4 SX with AVN,2015,610000,50000,Diesel,Manual,Second,21,1396,5
441,Hyundai,Hyundai i20 Asta 1.4 CRDi,2012,525000,120000,Diesel,Manual,First,22,1396,5
442,Honda,Honda Amaze S CVT Diesel BSIV,2019,700000,40000,Diesel,Automatic,First,23,1498,5
443,Mahindra,Mahindra Bolero 2011-2019 SLE,2015,375000,80000,Diesel,Manual,First,15,2523,7
444,Nissan,Nissan Terrano XL Plus 85 PS,2015,580000,90000,Diesel,Manual,First,20,1461,5
445,Maruti,Maruti Swift VXI Windsong Limited edition,2015,434999,50000,Petrol,Manual,Second,20,1197,5
446,Datsun,Datsun RediGO 1.0 S,2020,350000,2136,Petrol,Manual,First,22,999,5
447,Toyota,Toyota Innova 2.5 G (Diesel) 7 Seater,2012,730000,250000,Diesel,Manual,First,12,2494,7
448,Hyundai,Hyundai i20 Magna 1.2,2015,600000,35000,Petrol,Manual,First,18,1197,5
449,Toyota,Toyota Innova 2.5 VX (Diesel) 7 Seater,2015,1050000,120000,Diesel,Manual,First,12,2494,7
450,Maruti,Maruti Baleno Alpha 1.3,2017,735000,70000,Diesel,Manual,First,27,1248,5
451,Renault,Renault Duster 110PS Diesel RxZ,2018,1050000,18000,Diesel,Manual,First,19,1461,5
452,Chevrolet,Chevrolet Enjoy 1.3 TCDi LS 7,2016,420000,110000,Diesel,Manual,Second,18,1248,7
453,Maruti,Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,2017,800000,60000,Diesel,Manual,First,23,1248,5
454,Toyota,Toyota Fortuner 4x2 AT,2015,2000000,60000,Diesel,Automatic,First,12,2982,7
455,Maruti,Maruti Swift Dzire VDI,2016,600000,147000,Diesel,Manual,Second,26,1248,5
456,Toyota,Toyota Fortuner 4x2 AT,2015,1900000,130000,Diesel,Automatic,First,12,2982,7
457,Chevrolet,Chevrolet Captiva LT,2011,500000,99500,Diesel,Manual,Third,11,1991,7
458,Tata,Tata Indica Vista Aqua 1.4 TDI,2011,200000,110000,Diesel,Manual,Second,17,1405,5
459,Nissan,Nissan Micra Active XL Petrol,2016,370000,35000,Petrol,Manual,First,19,1198,5
460,Hyundai,Hyundai Verna Transform CRDi VGT SX ABS,2010,260000,110000,Diesel,Manual,Second,16,1493,5
461,Mahindra,Mahindra KUV 100 mFALCON D75 K8,2016,280000,100000,Diesel,Manual,First,25,1198,6
462,Maruti,Maruti Ertiga VXI,2014,610000,21000,Petrol,Manual,First,16,1373,7
463,Ford,Ford Fiesta Titanium 1.5 TDCi,2013,300000,60000,Diesel,Manual,Second,23,1498,5
464,Tata,Tata Indigo CS LX DiCOR,2010,140000,40000,Diesel,Manual,First,16,1405,5
465,Hyundai,Hyundai i10 Magna 1.1L,2008,229999,50000,Petrol,Manual,First,19,1086,5
466,Maruti,Maruti A-Star Vxi,2010,200000,65000,Petrol,Manual,Second,19,998,5
467,Maruti,Maruti Wagon R VXI BSIII,2011,200000,80000,Petrol,Manual,First,18,998,5
468,Hyundai,Hyundai Verna 1.6 CRDi S,2015,560000,119000,Diesel,Manual,First,23,1582,5
469,Maruti,Maruti Ertiga SHVS VDI,2016,750000,80000,Diesel,Manual,First,24,1248,7
470,Maruti,Maruti Swift VDI BSIV,2017,585000,90000,Diesel,Manual,First,25,1248,5
471,Hyundai,Hyundai Verna 1.6 VTVT S Option,2016,760000,20000,Petrol,Manual,First,17,1591,5
472,Maruti,Maruti Swift VDI BSIV,2014,430000,80000,Diesel,Manual,Second,25,1248,5
473,Mahindra,Mahindra KUV 100 D75 K6 Plus,2020,480000,44665,Diesel,Manual,First,25,1198,6
474,Kia,Kia Seltos HTE D,2019,643000,10000,Diesel,Manual,First,20,1493,5
475,Hyundai,Hyundai Xcent 1.2 VTVT S,2018,500000,60000,Petrol,Manual,First,20,1197,5
476,Honda,Honda Brio 1.2 S MT,2016,425000,22000,Petrol,Manual,First,18,1198,5
477,Maruti,Maruti Alto 800 LXI,2014,250000,25000,Petrol,Manual,First,22,796,5
478,Maruti,Maruti Celerio LDi,2016,285000,70000,Diesel,Manual,First,27,793,5
479,Maruti,Maruti Swift Dzire VXi,2008,160000,123000,Petrol,Manual,Third,17,1298,5
480,Volkswagen,Volkswagen Vento Diesel Trendline,2011,250000,70000,Diesel,Manual,Second,20,1598,5
481,Chevrolet,Chevrolet Beat LS,2013,170000,70000,Petrol,Manual,Second,18,1199,5
482,Toyota,Toyota Etios Liva GD,2013,409999,45000,Diesel,Manual,First,23,1364,5
483,Hyundai,Hyundai Grand i10 AT Asta,2015,400000,40000,Petrol,Automatic,First,18,1197,5
484,Maruti,Maruti Swift Dzire VDI,2019,700000,30000,Diesel,Manual,First,28,1248,5
485,Honda,Honda Civic 1.8 V AT,2007,350000,90000,Petrol,Automatic,First,12,1799,5
486,Maruti,Maruti Ertiga BSIV VXI,2016,660000,34000,Petrol,Manual,Second,17,1373,7
487,Maruti,Maruti Alto 800 VXI,2017,268000,25000,Petrol,Manual,First,24,796,5
488,Maruti,Maruti Alto 800 VXI,2016,270000,50000,Petrol,Manual,First,22,796,5
489,Chevrolet,Chevrolet Beat Diesel LT,2013,300000,50000,Diesel,Manual,First,25,936,5
490,Tata,Tata Tiago 1.2 Revotron XZ,2017,450000,90000,Petrol,Manual,First,23,1199,5
491,Chevrolet,Chevrolet Beat Diesel LT,2012,220000,70000,Diesel,Manual,Second,25,936,5
492,Tata,Tata New Safari DICOR 2.2 VX 4x2,2009,250000,146000,Diesel,Manual,Second,13,2179,7
493,Ford,Ford Figo Petrol EXI,2012,300000,85000,Petrol,Manual,Second,15,1196,5
494,Tata,Tata Indica V2 2001-2011 DLS BSIII,2009,88000,201850,Diesel,Manual,Second,17,1396,5
495,Maruti,Maruti Swift Dzire VDI,2016,561000,30000,Diesel,Manual,First,26,1248,5
496,Maruti,Maruti Swift Dzire VDI,2018,755000,15000,Diesel,Manual,First,28,1248,5
497,Datsun,Datsun RediGO S,2017,235000,25000,Petrol,Manual,First,22,799,5
498,Maruti,Maruti Alto K10 LXI,2011,165000,90000,Petrol,Manual,First,20,998,5
499,Maruti,Maruti Swift Dzire LDi,2008,190000,80000,Diesel,Manual,Second,19,1248,5
500,Tata,Tata Indica V2 DLX BSII,2011,110000,50000,Diesel,Manual,First,17,1396,5
501,Mahindra,Mahindra Bolero 2011-2019 DI 4WD NON AC,2012,320000,80000,Diesel,Manual,Second,13,2523,8
502,Hyundai,Hyundai i20 Asta Option 1.2,2016,540000,38000,Petrol,Manual,First,18,1197,5
503,Hyundai,Hyundai EON Era Plus,2013,180000,60000,Petrol,Manual,First,21,814,5
504,Maruti,Maruti Eeco 7 Seater Standard BSIV,2016,270000,100000,Petrol,Manual,Third,15,1196,7
505,Maruti,Maruti Swift Dzire 1.2 Vxi BSIV,2012,450000,30000,Petrol,Manual,First,17,1197,5
506,Maruti,Maruti Swift Dzire VXI,2014,450000,30000,Petrol,Manual,First,19,1197,5
507,Chevrolet,Chevrolet Beat LT,2015,200000,50000,Petrol,Manual,First,18,1199,5
508,Tata,Tata Tiago 1.2 Revotron XZ,2017,425000,42000,Petrol,Manual,First,23,1199,5
509,Chevrolet,Chevrolet Sail 1.2 LS ABS,2016,400000,30000,Petrol,Manual,First,18,1199,5
510,Maruti,Maruti Alto LXi BSIII,2009,125000,60000,Petrol,Manual,Third,19,796,5
511,Jeep,Jeep Compass 2.0 Longitude Option BSIV,2018,1600000,14000,Diesel,Manual,First,17,1956,5
512,Honda,Honda City i VTEC VX,2015,900000,22000,Petrol,Manual,First,17,1497,5
513,Volkswagen,Volkswagen Vento Diesel Highline,2012,450000,90000,Diesel,Manual,First,20,1598,5
514,Maruti,Maruti Alto K10 2010-2014 VXI,2011,210000,46000,Petrol,Manual,First,20,998,5
515,Hyundai,Hyundai i20 1.2 Asta Option,2018,801000,20000,Petrol,Manual,First,18,1197,5
516,Tata,Tata Venture EX 7 Str Captain Seats,2014,317000,15000,Diesel,Manual,First,15,1405,7
517,Maruti,Maruti Ertiga VXI,2015,600000,40000,Petrol,Manual,Second,16,1373,7
518,Hyundai,Hyundai i20 Magna,2014,330000,30000,Petrol,Manual,Second,18,1197,5
